ride_id,started_at,ended_at,member_casual,ride_length_minutes,day_of_week
00808C0BB04785EE,2025-06-21 08:45:44.0310000,2025-06-21 08:51:55.8570000,member,6,Saturday
00808C77A7C2E0D3,2025-10-03 20:05:09.5500000,2025-10-03 20:12:56.8230000,casual,7,Friday
00809006CA3C4326,2025-03-28 16:16:48.5870000,2025-03-28 16:28:41.1690000,casual,12,Friday
008094BBA4D8EE7F,2025-08-10 16:20:49.0870000,2025-08-10 16:28:32.4170000,member,8,Sunday
00809562CE2D39CD,2025-04-25 16:58:03.6120000,2025-04-25 17:19:44.1390000,casual,21,Friday
008098548C949F67,2025-09-01 14:04:49.9910000,2025-09-01 14:08:40.1770000,casual,4,Monday
0080989533862B23,2025-08-10 13:12:51.2300000,2025-08-10 13:44:05.1710000,member,32,Sunday
008098CAC59614D5,2025-07-01 19:31:54.5660000,2025-07-01 19:46:03.9200000,casual,15,Tuesday
008098D825B875D3,2025-09-18 22:11:17.2530000,2025-09-18 22:17:49.8940000,casual,6,Thursday
00809AE5A3E41768,2025-08-15 20:12:27.9800000,2025-08-15 20:15:35.6300000,casual,3,Friday
00809D05BEAE260E,2025-05-11 09:25:54.6870000,2025-05-11 09:32:44.5600000,member,7,Sunday
0080A012032318EC,2025-07-14 11:47:47.9680000,2025-07-14 12:04:41.2100000,casual,17,Monday
0080AA8153914D9C,2025-01-29 16:55:23.3950000,2025-01-29 17:18:04.5380000,member,23,Wednesday
0080AB7E16D662A7,2025-12-10 23:03:56.2010000,2025-12-10 23:11:14.8850000,casual,8,Wednesday
0080ABAF91CDDBFE,2025-04-15 17:59:00.8670000,2025-04-15 18:03:55.4560000,member,4,Tuesday
0080AE1D787927A5,2025-05-14 20:24:00.5830000,2025-05-14 20:25:32.4650000,casual,1,Wednesday
0080B01E12E6E91E,2025-08-22 11:58:45.6420000,2025-08-22 12:15:15.6060000,member,17,Friday
0080B290036382DF,2025-12-01 15:26:36.3920000,2025-12-01 15:34:11.7620000,casual,8,Monday
0080B4043840A2D1,2025-07-19 11:44:15.7480000,2025-07-19 11:58:27.4400000,casual,14,Saturday
0080B7CB525E6033,2025-09-01 18:24:04.0900000,2025-09-01 18:29:59.4920000,member,5,Monday
0080B87E22820DA8,2025-10-04 19:01:05.6870000,2025-10-04 19:06:18.5100000,casual,5,Saturday
0080B8EE188089C7,2025-11-12 07:34:40.7250000,2025-11-12 07:39:40.2570000,member,5,Wednesday
0080BB86BED86B07,2025-07-15 08:26:34.5140000,2025-07-15 08:33:52.4510000,member,7,Tuesday
0080BC28C4B60E43,2025-08-29 12:35:28.6190000,2025-08-29 12:59:35.5080000,casual,24,Friday
0080BFD8CB56146C,2025-06-23 16:39:40.7770000,2025-06-23 16:47:56.0130000,member,8,Monday
0080C3D85F365F7D,2025-07-01 16:33:40.9430000,2025-07-01 16:34:11.3060000,member,1,Tuesday
0080C532835894BE,2025-05-31 13:21:25.8170000,2025-05-31 14:04:23.3690000,casual,43,Saturday
0080C61E3163D9CC,2025-08-04 23:27:45.5010000,2025-08-04 23:33:30.1490000,casual,6,Monday
0080C667930E4BF1,2025-06-22 03:54:28.3850000,2025-06-22 03:57:31.4930000,member,3,Sunday
0080CADCFB1BD89E,2025-03-08 19:11:39.9440000,2025-03-08 19:21:55.0960000,member,10,Saturday
0080CC3610A2AD28,2025-11-05 11:09:18.9530000,2025-11-05 11:15:26.5920000,member,6,Wednesday
0080D9110F0B931B,2025-02-27 18:32:53.4040000,2025-02-27 18:45:12.7950000,member,13,Thursday
0080DAEDF5461695,2025-09-04 16:44:42.6530000,2025-09-04 16:56:38.0300000,member,12,Thursday
0080DD0E8031C059,2025-03-25 18:07:27.1890000,2025-03-25 18:12:19.2640000,member,5,Tuesday
0080E07FA0BDB02D,2025-07-22 18:04:31.8080000,2025-07-22 18:05:30.4510000,casual,1,Tuesday
0080E0AAA0D7B91D,2025-09-17 09:57:33.7220000,2025-09-17 10:57:35.3800000,member,60,Wednesday
0080E2CF533FEB97,2025-08-01 14:30:48.0140000,2025-08-01 14:48:08.8690000,member,18,Friday
0080E7AA02BA5E66,2025-01-17 17:09:11.8690000,2025-01-17 17:19:35.8240000,member,10,Friday
0080EE13809A462C,2025-09-03 07:56:20.8950000,2025-09-03 08:17:40.1890000,member,21,Wednesday
0080EF4E20B20805,2025-08-25 08:28:18.2500000,2025-08-25 08:36:10.9580000,member,8,Monday
0080F5BD712609F6,2025-10-02 06:40:49.8180000,2025-10-02 06:47:46.2560000,member,7,Thursday
00810081AC8D225B,2025-07-31 16:07:50.2630000,2025-07-31 16:16:50.1490000,casual,9,Thursday
008103230EE4A738,2025-01-08 14:01:25.1130000,2025-01-08 14:09:24.0430000,member,8,Wednesday
008119B15D71EE15,2025-07-21 08:13:27.7970000,2025-07-21 08:24:22.7950000,member,11,Monday
00811DA1FB89A6F4,2025-04-21 18:40:50.9960000,2025-04-21 18:46:16.4160000,casual,6,Monday
00812300EB574F73,2025-04-12 20:25:25.6370000,2025-04-12 20:30:19.5290000,member,5,Saturday
00812364BB8D83F7,2025-09-08 16:09:48.7730000,2025-09-08 16:21:13.6940000,member,12,Monday
008123C9D2E1DA78,2025-10-02 17:07:29.3230000,2025-10-02 17:18:44.7110000,member,11,Thursday
008125B99C96CFA2,2025-03-14 15:31:23.1710000,2025-03-14 15:46:08.1330000,casual,15,Friday
008126CAC03F441D,2025-09-09 06:48:47.0730000,2025-09-09 06:51:57.7380000,casual,3,Tuesday
008127F4E2EA4C80,2025-08-25 11:56:44.5290000,2025-08-25 12:01:04.7110000,member,5,Monday
00812A714525176B,2025-06-14 23:44:14.9530000,2025-06-14 23:55:03.1610000,member,11,Saturday
00812BB8B32ABFFD,2025-05-29 17:41:29.9950000,2025-05-29 17:49:19.3710000,member,8,Thursday
00812CE5A0A29642,2025-08-27 09:09:30.9370000,2025-08-27 09:20:53.7050000,member,11,Wednesday
00812DDDD925C4CD,2025-11-04 21:36:35.9380000,2025-11-04 21:51:10.1640000,member,15,Tuesday
00813946D10E9953,2025-04-06 18:17:30.2370000,2025-04-06 18:21:49.9020000,member,4,Sunday
00813ADA728DB1A5,2025-08-19 07:34:04.1160000,2025-08-19 07:40:42.7880000,member,6,Tuesday
00813D88C264BD26,2025-06-10 16:15:21.6770000,2025-06-10 16:22:16.9130000,casual,7,Tuesday
00813DF016071D93,2025-02-18 18:25:11.6460000,2025-02-18 18:28:52.7990000,casual,3,Tuesday
008143D3224072A5,2025-10-17 11:49:19.8300000,2025-10-17 12:19:57.6410000,casual,30,Friday
008145AD373E8770,2025-06-07 19:08:06.7040000,2025-06-07 19:20:53.2450000,member,12,Saturday
00814626B54DE18F,2025-05-27 20:47:50.4150000,2025-05-27 21:07:46.4580000,casual,20,Tuesday
008147DA6A07ECDD,2025-04-23 17:15:27.0150000,2025-04-23 18:05:42.6500000,casual,50,Wednesday
0081487F6AFB8898,2025-06-23 09:58:17.8820000,2025-06-23 10:07:00.9790000,member,9,Monday
00814E472A7FBCF7,2025-04-29 18:00:11.6890000,2025-04-29 18:07:01.7660000,member,7,Tuesday
0081516143ED6EE8,2025-04-25 18:35:59.5670000,2025-04-25 18:38:37.7790000,member,3,Friday
0081531EE8CABBF3,2025-09-13 18:55:45.8650000,2025-09-13 19:00:19.3310000,casual,5,Saturday
008156825C531DF9,2025-08-16 10:40:55.4500000,2025-08-16 10:53:25.8830000,casual,13,Saturday
0081572EAFD83EE1,2025-03-22 14:02:51.6310000,2025-03-22 14:06:37.0470000,member,4,Saturday
008159AF5857A15A,2025-08-03 14:57:33.3510000,2025-08-03 15:01:49.0170000,member,4,Sunday
00815B42DBBAEFC8,2025-09-27 15:46:32.9160000,2025-09-27 15:59:27.8800000,casual,13,Saturday
00815EBADCE13FF5,2025-04-19 13:06:51.8290000,2025-04-19 13:40:53.1600000,casual,34,Saturday
0081613FE30B922E,2025-11-07 10:58:54.2510000,2025-11-07 11:16:17.1060000,member,18,Friday
0081616A1347DF3D,2025-08-11 18:21:19.8970000,2025-08-11 18:39:44.3640000,casual,18,Monday
00816291C4EDC01C,2025-10-17 13:32:00.4350000,2025-10-17 13:33:59.5230000,member,1,Friday
00816658C82628DE,2025-06-30 18:22:25.4540000,2025-06-30 18:38:52.7540000,member,16,Monday
0081677FC1F95BA2,2025-05-28 22:05:37.5550000,2025-05-28 22:09:47.9970000,casual,4,Wednesday
00816C5EB23C783A,2025-10-08 12:55:28.3060000,2025-10-08 12:58:06.3070000,member,3,Wednesday
008170A95B0B037A,2025-03-17 14:19:30.2120000,2025-03-17 14:30:31.9340000,member,11,Monday
0081730068DF6A55,2025-07-01 16:51:17.8630000,2025-07-01 17:02:24.2170000,member,11,Tuesday
00817B5EF94FCE38,2025-04-27 18:02:11.3360000,2025-04-27 18:11:35.2320000,casual,9,Sunday
00817BFB01273010,2025-06-27 12:22:14.3280000,2025-06-27 12:41:35.5540000,member,19,Friday
00817DD71C3E375C,2025-03-27 17:30:32.9770000,2025-03-27 17:36:03.2420000,member,6,Thursday
008184D5B4B1D7E3,2025-02-06 06:33:09.7850000,2025-02-06 06:38:58.3680000,casual,5,Thursday
008189D2F30117E6,2025-07-20 11:25:26.6040000,2025-07-20 12:00:08.9690000,member,35,Sunday
00818CFB0E49C9C2,2025-10-24 06:49:32.3050000,2025-10-24 06:54:04.7930000,member,5,Friday
00819110825F97C3,2025-03-18 13:33:43.8050000,2025-03-18 13:37:09.1100000,member,4,Tuesday
00819CB1C17E4C0E,2025-04-11 08:18:18.4220000,2025-04-11 08:35:47.6150000,member,17,Friday
00819FE49F2FBED5,2025-10-09 19:08:44.9610000,2025-10-09 19:14:03.8030000,casual,6,Thursday
0081A4166F4BFBA5,2025-02-27 14:38:31.6000000,2025-02-27 14:42:08.5700000,member,4,Thursday
0081A57D6FC7B71A,2025-10-12 16:40:43.3630000,2025-10-12 17:09:58.7890000,casual,29,Sunday
0081AB4D69178D93,2025-09-23 13:24:52.4100000,2025-09-23 13:29:22.2720000,member,5,Tuesday
0081ABBA68BA6862,2025-11-17 11:34:14.5220000,2025-11-17 11:56:53.1300000,member,22,Monday
0081BE6C41F04CAF,2025-06-11 16:34:06.3700000,2025-06-11 16:59:05.6340000,member,25,Wednesday
0081BFB931F163BF,2025-07-20 20:42:58.6170000,2025-07-20 20:52:44.6080000,casual,10,Sunday
0081C3952BC97E9A,2025-08-11 07:16:33.9210000,2025-08-11 07:33:26.6470000,member,17,Monday
0081C4A9978C6486,2025-07-10 14:08:28.3710000,2025-07-10 14:19:56.6480000,member,11,Thursday
0081C59B6A6110CE,2025-05-09 17:44:27.3190000,2025-05-09 18:08:51.0380000,member,24,Friday
0081C9A66A854FD7,2025-07-04 17:01:29.2070000,2025-07-04 17:02:51.4240000,casual,1,Friday
0081E2C41A1EFDD8,2025-10-25 09:20:21.2100000,2025-10-25 09:23:55.3580000,member,3,Saturday
0081E2EE714BCAD0,2025-01-31 14:23:10.3900000,2025-01-31 14:28:52.0230000,member,5,Friday
0081E61D4928E247,2025-07-31 19:08:13.1730000,2025-07-31 19:18:18.9330000,member,10,Thursday
0081E8EC853640D5,2025-07-03 18:53:28.3750000,2025-07-03 19:11:58.3530000,member,18,Thursday
0081EEDF8642FEEE,2025-08-03 23:50:56.2360000,2025-08-04 00:06:23.4140000,casual,16,Sunday
0081F29D4E669E2C,2025-11-13 10:03:14.9060000,2025-11-13 10:06:25.1980000,member,3,Thursday
0081F3BF4885E4CD,2025-07-10 08:12:10.2790000,2025-07-10 08:26:58.3490000,casual,14,Thursday
0081F405032CDB10,2025-07-20 15:13:42.6600000,2025-07-20 15:15:29.8520000,member,2,Sunday
0081F547ACA17204,2025-10-28 08:33:59.9030000,2025-10-28 08:47:18.2010000,member,14,Tuesday
0081F6C3A803657C,2025-01-17 20:59:19.0580000,2025-01-17 21:07:57.3860000,casual,8,Friday
0081FB9BDC9FBC8C,2025-05-24 13:35:38.3810000,2025-05-24 13:38:03.0020000,member,3,Saturday
0081FDC5E0E71886,2025-03-15 19:47:51.4010000,2025-03-15 20:18:35.3260000,casual,31,Saturday
00820027B63D523F,2025-06-03 12:46:40.7580000,2025-06-03 12:49:24.2030000,member,3,Tuesday
0082044300024739,2025-06-20 13:22:42.5190000,2025-06-20 13:44:52.4840000,casual,22,Friday
008205E86D7C81A1,2025-06-23 20:38:47.5160000,2025-06-23 20:47:11.6420000,member,9,Monday
00820757ADF7ED7C,2025-06-19 19:04:07.4280000,2025-06-19 19:14:48.3030000,member,10,Thursday
008210A65594EA2D,2025-04-12 15:37:13.0190000,2025-04-12 16:20:20.4330000,member,43,Saturday
008212928FB86F7C,2025-02-26 21:21:50.7660000,2025-02-26 21:24:23.9570000,member,3,Wednesday
008212ED521E0623,2025-10-09 16:50:28.3180000,2025-10-09 16:53:25.0650000,member,3,Thursday
00821329A0FDD888,2025-03-09 12:19:35.3310000,2025-03-09 12:25:22.3450000,member,6,Sunday
008213A286FBC2EC,2025-07-01 06:12:44.8330000,2025-07-01 06:21:41.1760000,casual,9,Tuesday
00822304AA8C01F8,2025-07-29 17:39:22.9060000,2025-07-29 17:55:18.7890000,casual,16,Tuesday
00822E05A4FB771E,2025-02-04 17:02:38.3540000,2025-02-04 17:10:39.0040000,casual,8,Tuesday
00822F1EA4111E86,2025-10-02 18:05:52.2670000,2025-10-02 18:11:48.5250000,casual,6,Thursday
008230911225CF79,2025-05-10 11:16:14.2940000,2025-05-10 11:21:59.7060000,member,5,Saturday
00823343EC8C4C37,2025-09-16 09:04:34.7320000,2025-09-16 09:26:56.6860000,member,22,Tuesday
008236E4E1A56EC9,2025-10-26 14:27:05.3720000,2025-10-26 14:39:51.1910000,member,12,Sunday
00823E6853CB964A,2025-09-08 19:55:09.7850000,2025-09-08 19:58:57.6130000,member,3,Monday
0082408FF7EA8EA7,2025-11-14 14:53:12.6010000,2025-11-14 15:17:04.4840000,member,24,Friday
00824ADE99675ABE,2025-06-19 17:17:46.1010000,2025-06-19 17:22:17.4710000,member,5,Thursday
00824CF457E9254D,2025-10-15 20:58:44.1250000,2025-10-15 21:05:20.0200000,member,7,Wednesday
00824D0496794CE8,2025-10-16 22:37:45.9650000,2025-10-16 22:43:30.1630000,casual,6,Thursday
00824F4DAC04A711,2025-05-10 07:47:09.3570000,2025-05-10 07:50:07.5370000,member,3,Saturday
00825250E36ABA4C,2025-10-17 07:21:02.9370000,2025-10-17 07:32:35.8530000,member,11,Friday
00825426C6D89598,2025-10-22 16:35:53.3090000,2025-10-22 16:41:13.3710000,member,6,Wednesday
008259788274A9D6,2025-05-16 06:29:26.7120000,2025-05-16 06:44:35.7110000,casual,15,Friday
00825CCF6C93B8C7,2025-08-16 12:14:11.5420000,2025-08-16 12:24:07.6210000,casual,10,Saturday
008261E6F7F44D8B,2025-11-02 17:13:26.9810000,2025-11-02 17:17:26.1090000,member,4,Sunday
008264AC7A46B31C,2025-05-31 15:37:16.3660000,2025-05-31 15:55:35.3780000,casual,18,Saturday
00826AF254909F28,2025-09-24 21:29:52.5470000,2025-09-24 21:37:19.6010000,member,8,Wednesday
00826CE6F7DC0617,2025-09-17 08:57:16.0410000,2025-09-17 09:02:50.0150000,member,5,Wednesday
008271D4ABFE439A,2025-08-21 17:23:12.0200000,2025-08-21 17:33:44.6310000,member,10,Thursday
008272FD5E4E9D99,2025-05-08 12:50:39.7200000,2025-05-08 12:53:06.3300000,member,3,Thursday
008274BC041666EB,2025-06-17 21:52:36.1060000,2025-06-17 22:24:20.6340000,casual,32,Tuesday
008274D0920E9301,2025-06-02 08:25:20.7740000,2025-06-02 08:40:05.7900000,member,15,Monday
0082864A81D3F2EE,2025-08-04 15:04:12.5760000,2025-08-04 15:10:11.8880000,casual,6,Monday
00828996F0A143D3,2025-03-25 06:29:42.9890000,2025-03-25 06:35:08.5100000,member,6,Tuesday
008290871BC4279D,2025-05-29 17:19:56.0860000,2025-05-29 17:42:29.4620000,member,23,Thursday
0082918A9416C061,2025-06-26 18:07:31.4770000,2025-06-26 18:11:34.5190000,member,4,Thursday
0082940AA452973E,2025-10-08 08:17:48.5440000,2025-10-08 08:26:26.9460000,member,9,Wednesday
00829872EB89B706,2025-07-13 14:38:10.1420000,2025-07-13 14:48:40.4830000,member,10,Sunday
00829AA9D2900C1C,2025-08-02 17:55:08.6640000,2025-08-02 18:06:52.8280000,member,11,Saturday
00829E337CCAE527,2025-05-23 07:26:46.3160000,2025-05-23 07:32:48.4520000,member,6,Friday
00829E7CD63E532B,2025-04-19 14:30:38.7890000,2025-04-19 14:50:48.7060000,member,20,Saturday
0082A4E91F541E7C,2025-08-06 12:14:06.4320000,2025-08-06 12:20:55.4760000,casual,6,Wednesday
0082A7435179F0B5,2025-08-21 08:04:33.8080000,2025-08-21 08:06:07.9910000,member,2,Thursday
0082AAEEB0B5CCF3,2025-07-27 23:00:12.7840000,2025-07-27 23:04:11.7140000,casual,4,Sunday
0082ACBC2BAEBE0E,2025-09-09 17:33:35.2400000,2025-09-09 17:51:10.9560000,casual,18,Tuesday
0082B42FE1161BF3,2025-09-07 13:56:09.4190000,2025-09-07 14:04:30.3940000,casual,8,Sunday
0082B5B8F2A7F318,2025-10-09 20:32:45.8220000,2025-10-09 20:47:14.5440000,member,15,Thursday
0082B62651A56A4B,2025-06-14 23:20:49.6610000,2025-06-14 23:27:19.6220000,member,7,Saturday
0082B6434C2E9AE8,2025-06-10 18:35:55.0480000,2025-06-10 18:45:08.6190000,member,10,Tuesday
0082B64C5D58668C,2025-09-26 08:41:12.3510000,2025-09-26 08:50:30.9180000,member,9,Friday
0082C0280A0275C9,2025-03-03 15:02:22.5350000,2025-03-03 15:06:37.8420000,member,4,Monday
0082C0986DF92BAB,2025-02-10 07:18:04.9660000,2025-02-10 07:22:26.8020000,casual,4,Monday
0082C2492D170EB8,2025-12-12 12:11:59.1620000,2025-12-12 12:17:46.2160000,member,6,Friday
0082C5478530C9AA,2025-07-30 06:28:52.8580000,2025-07-30 06:51:39.9240000,member,23,Wednesday
0082CA2AE484CBDC,2025-07-27 12:59:18.0000000,2025-07-27 13:09:57.9280000,casual,10,Sunday
0082CC8EB0CE8A76,2025-10-10 08:39:01.2640000,2025-10-10 08:47:47.2190000,member,8,Friday
0082CDFD3DAD65A9,2025-09-07 13:14:37.5480000,2025-09-07 13:32:08.8580000,member,18,Sunday
0082CF9B71B585D7,2025-11-07 17:31:23.1660000,2025-11-07 17:53:48.3700000,member,22,Friday
0082D53A7DF9AF91,2025-07-12 16:21:59.7850000,2025-07-12 16:24:36.2030000,member,3,Saturday
0082D91F4CD20C3C,2025-04-03 15:45:18.1040000,2025-04-03 15:51:48.5800000,casual,6,Thursday
0082DBC11A0DE40C,2025-09-25 12:59:15.5800000,2025-09-25 13:01:25.4320000,member,2,Thursday
0082E1C841C7FD45,2025-03-11 17:29:42.8010000,2025-03-11 17:49:27.3110000,member,20,Tuesday
0082E2AB0B6CAE82,2025-08-23 07:53:59.7240000,2025-08-23 07:58:44.4260000,member,5,Saturday
0082E4EDD9902D0A,2025-09-02 07:44:11.2120000,2025-09-02 07:58:27.1510000,member,14,Tuesday
0082E627CCFE68A3,2025-06-21 07:00:26.7920000,2025-06-21 07:02:41.9040000,member,2,Saturday
0082E80B755FC14C,2025-06-23 17:56:33.3460000,2025-06-23 18:07:32.7340000,member,11,Monday
0082EAF0DB2F7B4B,2025-03-18 14:13:48.2610000,2025-03-18 14:19:45.5950000,member,6,Tuesday
0082EEFA8188467F,2025-10-07 15:56:18.1600000,2025-10-07 16:11:39.9110000,member,15,Tuesday
0082F0065C53C3AB,2025-02-04 07:48:27.6360000,2025-02-04 07:52:58.7370000,member,4,Tuesday
0082F6970939B869,2025-06-29 10:36:48.2690000,2025-06-29 10:51:07.7740000,member,15,Sunday
0082FB2CB39A451D,2025-08-24 12:13:33.4930000,2025-08-24 12:36:31.0330000,casual,23,Sunday
0082FE227194EDE8,2025-07-24 14:10:23.3350000,2025-07-24 14:16:51.8330000,member,6,Thursday
0083014E1665F645,2025-06-22 21:16:19.6070000,2025-06-22 21:19:42.6770000,member,3,Sunday
008301D477B1D4AF,2025-07-20 17:10:33.4010000,2025-07-20 17:18:18.9580000,member,8,Sunday
0083038C1E94A63A,2025-07-11 18:44:15.4490000,2025-07-11 19:14:29.3080000,casual,30,Friday
0083057308481BDA,2025-08-10 15:34:35.9660000,2025-08-10 15:48:16.2490000,member,14,Sunday
00830585C9EFCA10,2025-02-25 13:14:50.7530000,2025-02-25 13:16:20.3500000,member,2,Tuesday
008309338972382C,2025-06-28 13:43:50.2330000,2025-06-28 13:58:24.9480000,member,15,Saturday
008309A53D4D19DA,2025-01-13 14:10:26.2750000,2025-01-13 14:14:13.0950000,member,4,Monday
008309D78C77D2ED,2025-07-27 16:14:31.7710000,2025-07-27 16:30:44.4120000,member,16,Sunday
00830CB0D7C3E087,2025-09-01 19:37:53.5040000,2025-09-01 19:38:11.6640000,casual,1,Monday
0083103BA678F6E9,2025-05-06 17:17:54.1260000,2025-05-06 17:28:05.1490000,member,11,Tuesday
00831144A53B2D69,2025-06-20 08:36:49.1550000,2025-06-20 08:44:57.6630000,member,8,Friday
00831182CE2D3EE9,2025-07-14 07:19:02.3830000,2025-07-14 07:23:13.3710000,member,4,Monday
008314B1AC790CFE,2025-06-05 11:05:52.0900000,2025-06-05 11:11:16.9430000,member,6,Thursday
0083168BEAE6DCE6,2025-06-29 15:30:21.3380000,2025-06-29 15:44:29.2310000,member,14,Sunday
0083190374E7E54F,2025-08-26 17:35:01.0530000,2025-08-26 17:46:51.6210000,member,11,Tuesday
00831D9BFAA5B48E,2025-06-09 12:17:09.7150000,2025-06-09 12:19:59.9240000,member,2,Monday
008325739FD77F66,2025-05-16 17:22:44.3440000,2025-05-16 19:03:07.7350000,casual,101,Friday
0083261E2ED825FC,2025-05-26 01:02:17.5530000,2025-05-26 01:10:35.0140000,member,8,Monday
00832733783DB698,2025-10-05 12:22:58.4520000,2025-10-05 12:36:11.8650000,member,14,Sunday
00832B3036AB7710,2025-10-13 16:41:45.9720000,2025-10-13 17:01:31.6770000,casual,20,Monday
00832D9E1181237A,2025-05-30 19:28:06.2370000,2025-05-30 20:30:15.5900000,casual,62,Friday
00832EA0FF01CE88,2025-09-26 05:06:24.0900000,2025-09-26 05:20:48.6790000,casual,14,Friday
00832FDCF1CF2082,2025-08-31 23:39:00.1970000,2025-08-31 23:41:25.8770000,member,2,Sunday
008330C32DC647C8,2025-08-13 09:14:46.7560000,2025-08-13 09:20:17.1500000,member,6,Wednesday
008331B0142A6234,2025-09-30 14:06:24.7980000,2025-09-30 14:32:16.6210000,member,26,Tuesday
008335B663F14EC8,2025-10-01 10:43:18.4660000,2025-10-01 10:54:33.7900000,casual,11,Wednesday
008335BD0BAEDFC6,2025-10-17 06:47:47.5620000,2025-10-17 06:52:06.7240000,member,5,Friday
0083381155B060CC,2025-10-15 19:49:24.9010000,2025-10-15 19:51:51.0630000,casual,2,Wednesday
0083384F47D00CBC,2025-06-10 18:15:30.9920000,2025-06-10 18:45:50.1400000,casual,30,Tuesday
00833C822ACFE962,2025-07-03 11:58:40.2270000,2025-07-03 12:45:35.0140000,casual,47,Thursday
008343B9BD572C1F,2025-07-21 16:01:49.3460000,2025-07-21 17:53:54.3320000,member,112,Monday
008347EAB47ACBFC,2025-11-26 18:49:12.9960000,2025-11-26 18:53:55.1950000,member,4,Wednesday
00834972D5120370,2025-07-19 22:14:33.2700000,2025-07-19 22:35:00.8780000,casual,21,Saturday
00834B382EBBCC29,2025-09-19 09:12:50.8580000,2025-09-19 09:26:15.6820000,member,14,Friday
008353C69D7E94EA,2025-11-13 23:23:44.6100000,2025-11-13 23:26:00.9360000,member,3,Thursday
008356AF400EF91D,2025-04-18 21:03:03.4890000,2025-04-18 21:22:21.1420000,casual,19,Friday
008360B1276CD516,2025-08-10 11:27:51.8980000,2025-08-10 11:40:57.0840000,casual,13,Sunday
00836565308D24D9,2025-07-13 00:38:13.0350000,2025-07-13 00:54:53.1030000,casual,16,Sunday
008366005ED543DF,2025-02-11 15:05:40.6970000,2025-02-11 15:13:01.2310000,member,8,Tuesday
00836B1899CD0F6D,2025-09-20 17:16:55.9440000,2025-09-20 17:26:44.0350000,casual,10,Saturday
00836E7F66E5AE7D,2025-11-20 12:19:40.3260000,2025-11-20 12:23:24.2720000,member,4,Thursday
00836ECFD3EFF122,2025-04-28 18:30:10.6800000,2025-04-28 19:16:04.5840000,casual,46,Monday
00836ED51FBBFEF2,2025-11-13 08:18:52.6830000,2025-11-13 08:24:24.1730000,member,6,Thursday
008372D9477F7F15,2025-07-29 09:48:58.6090000,2025-07-29 10:10:50.7050000,member,22,Tuesday
008372E87097B98F,2025-09-01 17:23:22.2320000,2025-09-01 17:31:39.0500000,member,8,Monday
008374BFF7982488,2025-07-03 16:09:57.2310000,2025-07-03 16:20:38.8110000,casual,11,Thursday
00837530ED998A50,2025-10-29 11:16:30.5470000,2025-10-29 11:19:59.0970000,member,3,Wednesday
0083760D23478D62,2025-10-10 09:10:29.5160000,2025-10-10 09:16:59.4950000,member,6,Friday
00837748297394D2,2025-07-15 08:48:01.9940000,2025-07-15 09:36:49.2810000,casual,48,Tuesday
00837F218FCE031D,2025-07-02 14:46:21.5330000,2025-07-02 15:14:01.7900000,casual,28,Wednesday
00837F3D683608CA,2025-01-22 16:47:45.0080000,2025-01-22 16:57:30.2160000,casual,10,Wednesday
00838548442D82DB,2025-05-22 21:53:25.6090000,2025-05-22 22:03:09.4370000,member,10,Thursday
008387AB37DFC8DD,2025-10-09 20:03:45.2910000,2025-10-09 20:13:30.2820000,member,10,Thursday
0083899FA2BC1F2C,2025-10-27 07:50:35.8690000,2025-10-27 08:00:46.6620000,member,10,Monday
00838B5C6B0EDA8B,2025-01-21 07:01:10.3840000,2025-01-21 07:07:22.1840000,member,6,Tuesday
00838D0763E8E29F,2025-07-04 20:49:35.6730000,2025-07-04 21:31:42.9210000,casual,42,Friday
0083952260C0C475,2025-08-10 02:29:35.4070000,2025-08-10 02:40:25.4960000,casual,11,Sunday
00839C2B24734EB2,2025-03-27 04:07:32.4530000,2025-03-27 04:11:43.9840000,member,4,Thursday
00839D6B40CB94BC,2025-05-08 14:28:25.1820000,2025-05-08 14:53:22.7680000,casual,25,Thursday
0083A17B66D9A5B0,2025-12-24 12:30:46.4200000,2025-12-24 12:37:51.9820000,casual,7,Wednesday
0083A1909CDACC32,2025-09-10 14:03:53.3990000,2025-09-10 14:36:38.3210000,member,33,Wednesday
0083A1A224C276FE,2025-02-04 19:45:27.0410000,2025-02-04 19:49:02.2020000,member,4,Tuesday
0083A3B6986F7B56,2025-07-21 18:38:25.6480000,2025-07-21 18:44:17.5660000,member,6,Monday
0083A7745F8DFDDC,2025-04-11 18:20:41.5670000,2025-04-11 18:27:22.3170000,member,7,Friday
0083A85280A25534,2025-10-11 10:40:03.0810000,2025-10-11 11:12:08.9180000,member,32,Saturday
0083A8ACF9DF7581,2025-10-21 18:39:54.4670000,2025-10-21 19:01:12.5780000,member,22,Tuesday
0083A99A16A41C0B,2025-10-06 20:51:16.7590000,2025-10-06 20:53:03.3000000,member,2,Monday
0083AB09CB26201D,2025-07-10 07:01:19.2700000,2025-07-10 07:18:27.8880000,member,17,Thursday
0083B5EF88D616CA,2025-12-18 23:16:58.0610000,2025-12-18 23:20:29.4010000,member,4,Thursday
0083B7390B9B5F47,2025-07-20 15:54:12.5980000,2025-07-20 16:10:51.5520000,casual,16,Sunday
0083BE9F8A1C3048,2025-08-02 19:56:24.1860000,2025-08-02 20:04:44.0470000,casual,8,Saturday
0083C91D3FA5B0D1,2025-11-24 15:06:12.0960000,2025-11-24 15:15:53.5760000,member,9,Monday
